0.9,J,VVS2,Ideal,"$1,038.00 "
0.81,I,SI2,Ideal,"$1,040.00 "
0.9,I,VS2,Very Good,"$1,041.00 "
0.56,D,VVS2,Ideal,"$1,042.00 "
0.76,J,VVS1,Ideal,"$1,045.00 "
0.76,J,VVS1,Ideal,"$1,048.00 "
0.8,J,VS1,Ideal,"$1,050.00 "
0.58,D,VS1,Ideal,"$1,055.00 "
0.63,G,VVS2,Ideal,"$1,055.00 "
0.91,I,SI1,Ideal,"$1,057.00 "
0.77,I,SI1,Ideal,"$1,059.00 "
0.6,H,VVS1,Excellent,"$1,061.00 "
0.73,H,VS2,Excellent,"$1,063.00 "
0.93,I,SI1,Excellent,"$1,063.00 "
0.71,H,VS1,Excellent,"$1,065.00 "
1.01,I,SI2,Very Good,"$1,066.00 "
1.08,J,SI2,Very Good,"$1,068.00 "
1.09,K,VS2,Ideal,"$1,073.00 "
0.82,J,VS1,Very Good,"$1,077.00 "
0.87,J,VS2,Excellent,"$1,078.00 "
0.93,I,SI1,Excellent,"$1,080.00 "
0.7,H,VVS2,Excellent,"$1,080.00 "
0.7,H,VVS2,Excellent,"$1,097.00 "
0.7,H,VVS2,Excellent,"$1,097.00 "
1.07,K,VS1,Excellent,"$1,104.00 "
0.7,G,VS1,Excellent,"$1,108.00 "
0.61,D,VS1,Ideal,"$1,110.00 "
0.81,H,SI2,Ideal,"$1,114.00 "
1.04,K,VVS1,Excellent,"$1,119.00 "
0.9,I,VVS1,Very Good,"$1,120.00 "
0.71,G,VS1,Ideal,"$1,124.00 "
1.01,J,VS2,Excellent,"$1,130.00 "
0.8,I,SI1,Ideal,"$1,133.00 "
0.95,J,VS1,Ideal,"$1,140.00 "
0.68,G,VS2,Excellent,"$1,141.00 "
0.75,I,VVS2,Excellent,"$1,142.00 "
1.14,J,SI1,Excellent,"$1,143.00 "
0.63,D,VS1,Ideal,"$1,146.00 "
0.71,F,VS2,Ideal,"$1,147.00 "
1.06,J,VS2,Ideal,"$1,148.00 "
0.9,I,VVS2,Very Good,"$1,155.00 "
1.15,I,SI2,Ideal,"$1,158.00 "
0.79,F,SI2,Ideal,"$1,159.00 "
0.95,J,VVS2,Excellent,"$1,162.00 "
1.1,J,VS2,Ideal,"$1,162.00 "
0.61,G,VVS1,Excellent,"$1,164.00 "
1.08,J,VS2,Excellent,"$1,169.00 "
1.01,J,SI2,Very Good,"$1,171.00 "
0.95,H,SI2,Ideal,"$1,175.00 "
1,H,SI2,Very Good,"$1,179.00 "
0.9,J,VVS1,Ideal,"$1,183.00 "
0.87,I,VS1,Very Good,"$1,188.00 "
0.78,I,VVS2,Ideal,"$1,188.00 "
1.06,J,VS1,Excellent,"$1,188.00 "
1.01,I,SI1,Ideal,"$1,189.00 "
